iter	RMSE
448	0.9209008851
449	0.9176330833
450	0.9149781598
451	0.9148499733
452	0.9141275111
453	0.9140000067
454	0.9106848314
455	0.9073090846
456	0.9041242548
457	0.9026385123
458	0.8982057536
459	0.8979917332
460	0.8942321946
461	0.8905787348
462	0.886098715
463	0.8851075968
464	0.8813198886
465	0.8770616982
466	0.8742392184
467	0.8724353044
468	0.8687038809
469	0.8658707855
470	0.8657272063
471	0.8648601508
472	0.8608200588
473	0.8593633126
474	0.8592854203
475	0.8576164828
476	0.8541770485
477	0.8512380478
478	0.8469186425
479	0.8434570002
480	0.8402251965
481	0.8367716976
482	0.8350276506
483	0.8345722247
484	0.8329949514
485	0.8296159506
486	0.8268055334
487	0.8264925206
488	0.8220945013
489	0.8198798524
490	0.8164231736
491	0.8133249997
492	0.8101373433
493	0.8100466611
494	0.807747402
495	0.8067100421
496	0.8045686549
497	0.8008618281
498	0.80076678
499	0.7969822817
500	0.7940226155
501	0.7917457206
502	0.7916693111
503	0.7880063791
504	0.7848284992
505	0.7813205286
506	0.7781999945
507	0.7752190773
508	0.7724561809
509	0.7710635325
510	0.7693415085
511	0.766504178
512	0.7663460385
513	0.7646302853
514	0.7626443512
515	0.7625477722
516	0.7595099411
517	0.756836728
518	0.7549218572
519	0.7544460938
520	0.7525988602
521	0.7523834294
522	0.7498159815
523	0.7482485924
524	0.7457845577
525	0.7442157568
526	0.7441741433
527	0.7412218758
528	0.7411071343
529	0.7369262432
530	0.7337990316
531	0.7317315125
532	0.7287339101
533	0.7268245614
534	0.7260656022
535	0.7230523153
536	0.7229930865
537	0.7229359056
538	0.7193999769
539	0.7193336891
540	0.7189963766
541	0.7162792777
542	0.7133288655
543	0.7115190109
544	0.7090393119
545	0.707925215
546	0.7078061438
547	0.7076969292
548	0.7076255238
549	0.7051103237
550	0.7026887245
551	0.6999535563
552	0.6972579613
553	0.6972068803
554	0.6959668474
555	0.6924767725
556	0.6881115514
557	0.6857558989
558	0.682612766
559	0.6802027176
560	0.680013254
561	0.6787838404
562	0.6771777908
563	0.6757308828
564	0.674740562
565	0.6724724855
566	0.669730069
567	0.6660351437
568	0.6646635366
569	0.6622877559
570	0.6596568184
571	0.6575897037
572	0.6543909727
573	0.6536178202
574	0.6515744813
575	0.6494460983
576	0.6472496158
577	0.6454191517
578	0.6437986148
579	0.6408042792
580	0.6376556988
581	0.6353368464
582	0.6328602573
583	0.6302798752
584	0.6300375295
585	0.627787283
586	0.625902946
587	0.6250020376
588	0.6225061087
589	0.6195092981
590	0.6180567289
591	0.6168326909
592	0.615466934
593	0.6152075092
594	0.6137123347
595	0.6121548858
596	0.609759227
597	0.606780723
598	0.6055891644
599	0.6031416826
600	0.6010363124
601	0.6007078691
602	0.5972046541
603	0.5941788039
604	0.5924543212
605	0.59118329
606	0.5897966155
607	0.5868465162
608	0.5853119959
609	0.5836273109
610	0.5823359089
611	0.5810207622
612	0.5796866395
613	0.5774224624
614	0.5773836847
615	0.5750169455
616	0.5749376941
617	0.5737724031
618	0.5719281887
619	0.5708691044
620	0.5698291073
621	0.5682376684
622	0.5665661005
623	0.5648442489
624	0.5629592847
625	0.5611947723
626	0.5593413603
627	0.556933749
628	0.5551891289
629	0.5538805313
630	0.5530443267
631	0.5511873534
632	0.5496812898
633	0.5496179984
634	0.548122548
635	0.5469564939
636	0.5449821604
637	0.5438217121
638	0.5421332518
639	0.5418046924
640	0.5407263831
641	0.537883175
642	0.5353927328
643	0.533112828
644	0.5327748422
645	0.5307876335
646	0.5296488438
647	0.5270861416
648	0.5258221722
649	0.5251853978
650	0.5251419986
651	0.5229530966
652	0.5217364696
653	0.5200487454
654	0.5184333101
655	0.5164577264
656	0.5152924488
657	0.5135901468
658	0.5135419147
659	0.5115952491
660	0.5115366408
661	0.5097213149
662	0.5085198174
663	0.5073550521
664	0.505289636
665	0.5048675444
666	0.5048194743
667	0.5033771623
668	0.5022858915
669	0.500026946
670	0.4993594571
671	0.497167726
672	0.4945020401
673	0.4944770673
674	0.4931518956
675	0.4922441337
676	0.4901353024
677	0.4882800069
678	0.4874502496
679	0.4854347266
680	0.4843313589
681	0.4820522558
682	0.4801829942
683	0.4791308467
684	0.4790166599
685	0.4780199154
686	0.4761831448
687	0.475589934
688	0.47436591
689	0.4727512661
690	0.471185748
691	0.4711574945
692	0.4696708589
693	0.4683488056
694	0.4669602704
695	0.4654345342
696	0.4638118088
697	0.462592362
698	0.4615328443
699	0.4603462822
700	0.4585796605
701	0.4574146695
702	0.455695001
703	0.4541517066
704	0.4529423724
705	0.4516224337
706	0.4510329558
707	0.4487754859
708	0.4471915657
709	0.4463016847
710	0.4459200786
711	0.443502234
712	0.4417407278
713	0.4406838645
714	0.4401197847
715	0.4377964568
716	0.436485289
717	0.4357686484
718	0.435295214
719	0.4347809828
720	0.433146359
721	0.4310563186
722	0.4303794376
723	0.4287581604
724	0.4268960695
725	0.4254128993
726	0.4242974647
727	0.4220968153
728	0.4205034149
729	0.4197386461
730	0.4180628886
731	0.4177253577
732	0.4162068507
733	0.4143049568
734	0.4126688684
735	0.4114238176
736	0.4101456367
737	0.4092057625
738	0.4080898771
739	0.4075491512
740	0.4059133387
741	0.4045470036
742	0.4036402079
743	0.4022830544
744	0.4006057338
745	0.3995066047
746	0.3994810251
747	0.3975637806
748	0.3975314108
749	0.3964488055
750	0.394926451
751	0.3946355404
752	0.3936874612
753	0.3922290361
754	0.3906167494
755	0.3891347505
756	0.3877725732
757	0.3857962894
758	0.3847520962
759	0.3828069599
760	0.3811234519
761	0.38022938
762	0.3796706414
763	0.3790220676
764	0.3771940882
765	0.3758116413
766	0.3747255984
767	0.3738788299
768	0.372581704
769	0.3720253364
770	0.3705055797
771	0.3698078327
772	0.3685207584
773	0.3670570733
774	0.3669918058
775	0.3663052112
776	0.3656196112
777	0.364465851
778	0.3633682924
779	0.3623413946
780	0.3610740085
781	0.3596302296
782	0.3585436289
783	0.3578764111
784	0.356921889
785	0.3558823956
786	0.3544533673
787	0.3529583059
788	0.3525577731
789	0.3507376534
790	0.3495053467
791	0.347961323
792	0.3469246657
793	0.3461014051
794	0.3450674052
795	0.3433195884
796	0.3422924653
797	0.3411496974
798	0.3401424793
799	0.338781251
800	0.3379981008
801	0.3364878506
802	0.3363943573
803	0.335067665
804	0.3350386367
805	0.3335755628
806	0.3326068036
807	0.3316632942
808	0.3307625691
809	0.3294206474
810	0.3293730979
811	0.3283431643
812	0.3266600668
813	0.324881478
814	0.3244554095
815	0.3242813125
816	0.3229022317
817	0.3221367698
818	0.3212775031
819	0.3201596321
820	0.3190709945
821	0.3182542068
822	0.3169912399
823	0.3157115613
824	0.3144015615
825	0.3132806723
826	0.3122828022
827	0.3117934742
828	0.3117727375
829	0.3108757561
830	0.3096250902
831	0.3093028131
832	0.3083846358
833	0.3069660387
834	0.3062256135
835	0.3047984842
836	0.3040325026
837	0.3029589986
838	0.3018167516
839	0.3005317551
840	0.2997097825
841	0.2991293684
842	0.2985258593
843	0.298495312
844	0.2978497427
845	0.296552255
846	0.2955929705
847	0.2943483278
848	0.2936661106
849	0.2931302219
850	0.2923825624
851	0.2914946026
852	0.2914669319
853	0.2904298735
854	0.290358071
855	0.2897421645
856	0.2884159107
857	0.2883884458
858	0.2873062802
859	0.2863451568
860	0.2856238773
861	0.2848596077
862	0.2837314991
863	0.2822869334
864	0.2811972459
865	0.2805933232
866	0.2790812294
867	0.2783265118
868	0.2770619775
869	0.2758276775
870	0.274753839
871	0.2736027009
872	0.2727315258
873	0.2719696942
874	0.2712312142
875	0.2703103377
876	0.2696868142
877	0.268597827
878	0.268575378
879	0.2685519206
880	0.2679294149
881	0.267041843
882	0.2670231869
883	0.2658246754
884	0.2647657985
885	0.2647488468
886	0.2637143027
887	0.263205735
888	0.263180537
889	0.2626939376
890	0.2618628459
891	0.2609467545
892	0.2602338977
893	0.2602135576
894	0.2596477282
895	0.2587922686
896	0.2581385356
897	0.2574763029
898	0.2565664961
899	0.2565463895
900	0.2557016427
901	0.2546027072
902	0.2539347778
903	0.2539114611
904	0.2538879563
905	0.2528086626
906	0.2514098709
907	0.2506539199
908	0.2497409239
909	0.2492063687
910	0.248536092
911	0.247682274
912	0.2466845229
913	0.2455414451
914	0.2446182346
915	0.2436989877
916	0.2429818764
917	0.2425550323
918	0.2419985912
919	0.24083602
920	0.2399633794
921	0.2388633673
922	0.2384844456
923	0.2384665999
924	0.2376443922
925	0.2366548764
926	0.2360721351
927	0.2354578126
928	0.2344946945
929	0.2339863593
930	0.2334598737
931	0.2325184606
932	0.2317341492
933	0.2312280549
934	0.2305112507
935	0.2300551551
936	0.2291424393
937	0.2284782377
938	0.2279293369
939	0.2269986546
940	0.2269723214
941	0.2263591593
942	0.2257604573
943	0.2250233388
944	0.2249948346
945	0.2246356694
946	0.224228564
947	0.223836313
948	0.2230604231
949	0.2225023175
950	0.2224831753
951	0.2213323438
952	0.2205546483
953	0.2203974897
954	0.2193988651
955	0.2193819873
956	0.2190913784
957	0.2183341723
958	0.2178901704
959	0.2169626687
960	0.216485811
961	0.2161452249
962	0.2156356066
963	0.2151653654
964	0.2147382064
965	0.2137580535
966	0.2137411489
967	0.2127880885
968	0.2120387184
969	0.2115451469
970	0.2109000218
971	0.2108846334
972	0.2108189037
973	0.2102090314
974	0.209296358
975	0.2089393417
976	0.2088644819
977	0.2086652554
978	0.2086470486
979	0.2082915532
980	0.2080488273
981	0.207509165
982	0.2073372664
983	0.2062648956
984	0.205597051
985	0.2047665998
986	0.2039971549
987	0.2032857369
988	0.2032718441
989	0.2027373728
990	0.2026756032
991	0.2024760006
992	0.2014880442
993	0.2006792569
994	0.2003574647
995	0.1999990075
996	0.1993304098
997	0.1983807396
998	0.1980017194
999	0.1975589506
1000	0.1975453774
1001	0.1968734005
1002	0.1963802526
1003	0.1956694326
1004	0.1949355866
1005	0.1949176757
1006	0.1946344868
1007	0.1939088568
1008	0.1933072522
1009	0.1930709122
1010	0.1925395975
1011	0.1920739584
1012	0.1915511605
1013	0.1915365899
1014	0.1915217325
1015	0.1915083874
1016	0.1914467261
1017	0.1909602153
1018	0.1906449882
1019	0.1906343188
1020	0.1898062435
1021	0.188847825
1022	0.1883455103
1023	0.18806634
1024	0.1878564323
1025	0.1877560427
1026	0.1876392531
1027	0.1872256678
1028	0.186757427
1029	0.1860584744
1030	0.1853158294
1031	0.1850376471
1032	0.184484665
1033	0.183659653
1034	0.1829360193
1035	0.1821301674
1036	0.1819595804
1037	0.1813697667
1038	0.1813578267
1039	0.1812627795
1040	0.1812401847
1041	0.1810295467
1042	0.1803883606
1043	0.1799221036
1044	0.1798301655
1045	0.1798058141
1046	0.1792619262
1047	0.1789120867
1048	0.1781724648
1049	0.1776288836
1050	0.1769618581
1051	0.1764548312
1052	0.1759765618
1053	0.1755568848
1054	0.1749381704
1055	0.174620677
1056	0.1740012429
1057	0.1736436011
1058	0.173239201
1059	0.1727475555
1060	0.1720087423
1061	0.1716369988
1062	0.1711558732
1063	0.1708058398
1064	0.1703577139
1065	0.1699674312
1066	0.1695074764
1067	0.1694980843
1068	0.1691575543
1069	0.1682894153
1070	0.1679758783
1071	0.167678551
1072	0.167204277
1073	0.166845439
1074	0.1664232159
1075	0.1659529143
1076	0.1656678784
1077	0.1653966747
1078	0.1649723945
1079	0.164255004
1080	0.1638187755
1081	0.1638088391
1082	0.1632590134
1083	0.1630751913
1084	0.1624078524
1085	0.1618658064
1086	0.161435202
1087	0.1608478013
1088	0.160207601
1089	0.159943629
1090	0.1594582085
1091	0.1586015129
1092	0.1583138154
1093	0.1578936883
1094	0.1573853152
1095	0.1569152851
1096	0.1568778361
1097	0.1563504724
1098	0.1557570364
1099	0.1551272521
1100	0.1545738072
1101	0.1545622898
1102	0.1539844043
1103	0.1534224261
1104	0.152887578
1105	0.1527250649
1106	0.1522598714
1107	0.1515536021
1108	0.15133701
1109	0.1506854287
1110	0.1504225208
1111	0.1500680917
1112	0.1496527191
1113	0.1496369323
1114	0.1491395095
1115	0.1489540658
1116	0.1489426321
1117	0.1485209486
1118	0.1482628212
1119	0.1480622108
1120	0.1479877289
1121	0.1475176187
1122	0.147507185
1123	0.1474904739
1124	0.1470958319
1125	0.1467965578
1126	0.1465626759
1127	0.1461525159
1128	0.146127462
1129	0.1458291535
1130	0.1458168206
1131	0.1454658671
1132	0.145456879
1133	0.144978847
1134	0.1443198449
1135	0.143754221
1136	0.1434593877
1137	0.1430520144
1138	0.1424854835
1139	0.1420704696
1140	0.1417855898
1141	0.1414701586
1142	0.1410149019
1143	0.1407223325
1144	0.1404444505
1145	0.1399734487
1146	0.1396445021
1147	0.1394913509
1148	0.1389764934
1149	0.1385410294
1150	0.1379792031
